city,timestamp,location_id,location,lat,lon,pm2_5,pm10,no2,o3,so2,co,temperature_c,humidity,pressure_hpa,wind_speed_ms,wind_direction,road_count,industrial_count,waste_count,farmland_count,pollution_source,dist_to_industry_km,dist_to_road_km,dist_to_dump_km,hour,day_of_week,day_of_year,month,is_weekend,is_rush_hour,is_dry_season,season
Hyderabad,2026-02-01 16:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.2196531791907514,0.1724738675958188,0.0659751037344398,0.046583850931677,0.0108187134502923,0.1143187066974595,0.5084745762711865,0.2528735632183908,0.1124031007751931,0.4889267461669506,0.2841225626740947,59441,24,6,24,Natural,268.40285466746985,267.62403966634537,269.60269633335275,16,6,32,2,1,0,1,1
Hyderabad,2026-02-01 17:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.2427745664739884,0.1916376306620209,0.066804979253112,0.0453416149068322,0.0109161793372319,0.1108545034642032,0.4661016949152544,0.2758620689655172,0.1149870801033596,0.505962521294719,0.2674094707520891,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,17,6,32,2,1,1,1,1
Hyderabad,2026-02-01 18:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.2543352601156069,0.2003484320557491,0.0734439834024896,0.0459627329192546,0.0120467836257309,0.1143187066974595,0.4025423728813561,0.3448275862068966,0.1188630490956068,0.4599659284497445,0.2479108635097492,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,18,6,32,2,1,1,1,1
Hyderabad,2026-02-01 19:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.2716763005780346,0.213588850174216,0.070954356846473,0.0462732919254658,0.0115984405458089,0.1397228637413395,0.364406779661017,0.3793103448275862,0.1240310077519382,0.4787052810902896,0.2590529247910863,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,19,6,32,2,1,1,1,1
Hyderabad,2026-02-01 20:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3063583815028902,0.2393728222996515,0.0630705394190871,0.0444099378881987,0.0103898635477582,0.1662817551963048,0.3347457627118645,0.4022988505747126,0.1317829457364343,0.3253833049403747,0.3036211699164345,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,20,6,32,2,1,1,1,1
Hyderabad,2026-02-01 21:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.315028901734104,0.2456445993031359,0.029253112033195,0.0456521739130434,0.0048343079922027,0.179676674364896,0.2923728813559322,0.4482758620689654,0.1356589147286833,0.2299829642248722,0.3342618384401114,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,21,6,32,2,1,0,1,1
Hyderabad,2026-02-01 22:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3352601156069364,0.262369337979094,0.0228215767634854,0.0444099378881987,0.0037621832358674,0.1939953810623556,0.2542372881355933,0.4827586206896552,0.1317829457364343,0.231686541737649,0.3259052924791086,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,22,6,32,2,1,0,1,1
Hyderabad,2026-02-01 23:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3583815028901734,0.281184668989547,0.0161825726141078,0.0468944099378881,0.0026315789473684,0.2247113163972286,0.2076271186440678,0.5977011494252873,0.1279069767441853,0.1379897785349233,0.3314763231197771,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,23,6,32,2,1,0,1,1
Hyderabad,2026-02-02 00:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3658959537572254,0.286759581881533,0.0222821576763485,0.046583850931677,0.0035672514619883,0.2293302540415704,0.1864406779661017,0.6206896551724137,0.1214470284237734,0.1226575809199318,0.3175487465181058,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,0,0,33,2,0,0,1,1
Hyderabad,2026-02-02 01:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3641618497109826,0.2857142857142857,0.0730290456431535,0.0456521739130434,0.0118908382066276,0.1789838337182448,0.1610169491525424,0.6666666666666667,0.1136950904392755,0.0357751277683134,0.1225626740947075,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,1,0,33,2,0,0,1,1
Hyderabad,2026-02-02 02:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3913294797687861,0.3066202090592334,0.0618257261410788,0.0447204968944099,0.0101364522417154,0.1808314087759815,0.1313559322033898,0.7011494252873562,0.1059431524547793,0.0238500851788756,0.8746518105849582,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,2,0,33,2,0,0,1,1
Hyderabad,2026-02-02 03:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3872832369942196,0.3031358885017421,0.070954356846473,0.0462732919254658,0.0115984405458089,0.1866050808314087,0.0932203389830509,0.7471264367816093,0.1046511627906987,0.0868824531516184,0.467966573816156,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,3,0,33,2,0,0,1,1
Hyderabad,2026-02-02 04:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3757225433526011,0.2944250871080139,0.0576763485477178,0.0450310559006211,0.0094152046783625,0.1935334872979214,0.0635593220338984,0.8045977011494252,0.1059431524547793,0.1192504258943781,0.4401114206128133,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,4,0,33,2,0,0,1,1
Hyderabad,2026-02-02 05:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3815028901734104,0.2996515679442508,0.0506224066390041,0.0447204968944099,0.0082456140350877,0.1842956120092378,0.0593220338983051,0.8620689655172415,0.1085271317829459,0.0851788756388415,0.3955431754874651,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,5,0,33,2,0,0,1,1
Hyderabad,2026-02-02 06:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3872832369942196,0.3048780487804878,0.0580912863070539,0.0437888198757763,0.0094152046783625,0.1946882217090069,0.0593220338983051,0.8735632183908046,0.1136950904392755,0.0988074957410562,0.3342618384401114,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,6,0,33,2,0,0,1,1
Hyderabad,2026-02-02 07:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3815028901734104,0.3006968641114982,0.0506224066390041,0.0456521739130434,0.0082846003898635,0.1993071593533487,0.0889830508474576,0.8275862068965518,0.1214470284237734,0.1141396933560477,0.3231197771587744,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,7,0,33,2,0,1,1,1
Hyderabad,2026-02-02 08:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3583815028901734,0.2822299651567944,0.041908713692946,0.0406832298136645,0.0068226120857699,0.2355658198614318,0.2076271186440678,0.6436781609195403,0.1408268733850128,0.2248722316865417,0.3175487465181058,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,8,0,33,2,0,1,1,1
Hyderabad,2026-02-02 09:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.3815028901734104,0.2996515679442508,0.0248962655601659,0.0285714285714285,0.0040935672514619,0.184757505773672,0.3135593220338983,0.5402298850574714,0.1524547803617562,0.3475298126064736,0.3175487465181058,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,9,0,33,2,0,1,1,1
Hyderabad,2026-02-02 10:00:00,5623,"Central University, Hyderabad - TSPCB",17.4601,78.33436,0.4046242774566473,0.3170731707317072,0.083402489626556,0.0326086956521739,0.0136452241715399,0.2279445727482678,0.3983050847457626,0.4367816091954022,0.1550387596899227,0.3798977853492333,0.2729805013927576,59441,24,6,24,Burning,268.40285466746985,267.62403966634537,269.60269633335275,10,0,33,2,0,1,1,1
